Insurance Policy,,,,,,,Managed by : Luke T. Lawson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
INS-POL-600344,02-10-2018,02-Oct-25,12,02-Oct-18,CUST-364636,17365.31,157.90,Quarterly,No,7698.05,62.71,AGT-6578,October,Q4,2018,02-Oct-19,CLM-397055,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-509338,06-08-2017,06-Aug-25,12,06-Aug-17,CUST-848590,5707.64,807.36,Annually,No,2012.01,110.78,AGT-6578,August,Q3,2017,06-Aug-18,CLM-494686,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-698706,20-09-2021,20-Sep-25,12,20-Sep-21,CUST-162538,17617.94,384.97,Monthly,No,9207.78,86.93,AGT-6578,September,Q3,2021,20-Sep-22,CLM-562230,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-924307,29-11-2018,29-Nov-25,12,29-Nov-18,CUST-563374,2328.92,364.05,Annually,No,1358.34,59.11,AGT-6578,November,Q4,2018,29-Nov-19,CLM-526291,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-895793,02-10-2020,02-Oct-25,12,02-Oct-20,CUST-720703,11333.43,646.69,Monthly,No,5437.06,87.93,AGT-6578,October,Q4,2020,02-Oct-21,CLM-222556,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-702837,06-03-2021,06-Mar-25,12,06-Mar-21,CUST-460148,5971.04,1006.57,Monthly,No,2407.91,112.81,AGT-6578,March,Q1,2021,06-Mar-22,CLM-970676,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-566665,22-09-2024,22-Sep-25,12,22-Sep-24,CUST-633400,7972.27,246.97,Annually,No,3737.98,50.06,AGT-6578,September,Q3,2024,22-Sep-25,CLM-787446,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-112242,05-01-2024,05-Jan-25,12,05-Jan-24,CUST-996106,8535.49,818.93,Annually,No,4180.12,48.84,AGT-6578,January,Q1,2024,05-Jan-25,CLM-657224,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-895193,29-08-2015,29-Aug-25,12,29-Aug-15,CUST-124830,11840.94,465.93,Monthly,No,3875.72,66.49,AGT-6578,August,Q3,2015,29-Aug-16,CLM-401448,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-690847,08-05-2019,08-May-25,12,08-May-19,CUST-134712,17586.48,495.42,Annually,No,9871.53,70.85,AGT-6578,May,Q2,2019,08-May-20,CLM-593235,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-911842,14-08-2019,14-Aug-25,12,14-Aug-19,CUST-805249,5915.59,790.45,Quarterly,No,3419.88,80.83,AGT-6578,August,Q3,2019,14-Aug-20,CLM-827891,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-691667,15-11-2018,15-Nov-25,12,15-Nov-18,CUST-212041,18750.43,1002.66,Quarterly,No,8448.76,80.37,AGT-6578,November,Q4,2018,15-Nov-19,CLM-153517,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-712203,01-10-2015,01-Oct-25,12,01-Oct-15,CUST-768217,15607.41,1055.28,Quarterly,No,5415.13,71.25,AGT-6578,October,Q4,2015,01-Oct-16,CLM-818211,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-116389,20-03-2020,20-Mar-25,12,20-Mar-20,CUST-152123,21688.16,296.57,Monthly,No,7017.34,81.44,AGT-6578,March,Q1,2020,20-Mar-21,CLM-154248,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-841680,27-01-2021,27-Jan-25,12,27-Jan-21,CUST-376770,22809.76,313.35,Monthly,No,9243.76,22.87,AGT-6578,January,Q1,2021,27-Jan-22,CLM-396919,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-673743,04-07-2024,04-Jul-25,12,04-Jul-24,CUST-952491,23184.92,512.39,Monthly,No,7008.79,70.82,AGT-6578,July,Q3,2024,04-Jul-25,CLM-939006,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-222187,31-05-2017,31-May-25,12,31-May-17,CUST-704850,21041.92,181.75,Monthly,No,10614.92,74.35,AGT-6578,May,Q2,2017,31-May-18,CLM-816396,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-821917,08-07-2017,08-Jul-25,12,08-Jul-17,CUST-537993,8323.93,683.05,Quarterly,No,3901.40,98.14,AGT-6578,July,Q3,2017,08-Jul-18,CLM-869952,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-437360,31-10-2021,31-Oct-25,12,31-Oct-21,CUST-932848,18428.55,596.31,Monthly,No,7271.89,71.22,AGT-6578,October,Q4,2021,31-Oct-22,CLM-969058,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-702694,24-10-2021,24-Oct-25,12,24-Oct-21,CUST-942893,1629.50,446.37,Monthly,No,956.27,78.11,AGT-6578,October,Q4,2021,24-Oct-22,CLM-420212,PT-ENDD989,STP-PLCD-9812,Active,Minnesota,RMN7A3X1,ZMN8K2L1
INS-POL-560331,28-08-2017,28-Aug-25,12,28-Aug-17,CUST-351251,16281.51,188.02,Monthly,No,5376.32,10.98,AGT-7898,August,Q3,2017,28-Aug-18,CLM-601940,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-853855,31-08-2023,31-Aug-25,12,31-Aug-23,CUST-187283,11213.81,1079.10,Annually,No,4238.10,105.23,AGT-7898,August,Q3,2023,31-Aug-24,CLM-287509,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-807950,17-08-2017,17-Aug-25,12,17-Aug-17,CUST-625350,8939.90,273.09,Annually,No,5122.26,87.94,AGT-7898,August,Q3,2017,17-Aug-18,CLM-586553,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-566425,05-08-2018,05-Aug-25,12,05-Aug-18,CUST-551050,22434.90,280.07,Annually,No,13431.75,24.44,AGT-7898,August,Q3,2018,05-Aug-19,CLM-110355,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-422619,31-03-2022,31-Mar-25,12,31-Mar-22,CUST-610956,11728.54,585.93,Annually,No,6475.45,104.55,AGT-7898,March,Q1,2022,31-Mar-23,CLM-414822,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-404902,01-09-2024,01-Sep-25,12,01-Sep-24,CUST-595975,19345.85,853.58,Annually,No,7439.54,17.88,AGT-7898,September,Q3,2024,01-Sep-25,CLM-429319,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-333300,22-07-2023,22-Jul-25,12,22-Jul-23,CUST-374042,2850.47,1075.23,Annually,No,1509.09,39.47,AGT-7898,July,Q3,2023,22-Jul-24,CLM-690442,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-248046,30-06-2023,30-Jun-25,12,30-Jun-23,CUST-680832,22850.08,568.55,Monthly,No,12158.62,24.37,AGT-7898,June,Q2,2023,30-Jun-24,CLM-160773,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-201986,11-07-2017,11-Jul-25,12,11-Jul-17,CUST-514107,2349.98,1153.19,Annually,No,1047.07,70.69,AGT-7898,July,Q3,2017,11-Jul-18,CLM-328865,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-656145,23-09-2024,23-Sep-25,12,23-Sep-24,CUST-450185,2031.68,848.39,Quarterly,No,747.57,33.83,AGT-7898,September,Q3,2024,23-Sep-25,CLM-901315,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-723005,24-05-2016,24-May-25,12,24-May-16,CUST-281501,11767.72,180.52,Quarterly,No,6395.39,27.04,AGT-7898,May,Q2,2016,24-May-17,CLM-366604,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-380276,18-08-2018,18-Aug-25,12,18-Aug-18,CUST-157641,3234.27,511.26,Quarterly,No,1494.69,43.93,AGT-7898,August,Q3,2018,18-Aug-19,CLM-877026,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-571771,05-02-2022,05-Feb-25,12,05-Feb-22,CUST-848186,2197.19,434.90,Annually,No,806.99,48.95,AGT-7898,February,Q1,2022,05-Feb-23,CLM-646258,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-347562,02-12-2017,02-Dec-25,12,02-Dec-17,CUST-745890,21284.26,851.03,Monthly,No,10023.99,65.91,AGT-7898,December,Q4,2017,02-Dec-18,CLM-150209,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-758538,18-01-2016,18-Jan-25,12,18-Jan-16,CUST-971189,20922.04,773.53,Quarterly,No,10749.07,67.74,AGT-7898,January,Q1,2016,18-Jan-17,CLM-978944,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-102265,05-11-2017,05-Nov-25,12,05-Nov-17,CUST-710824,15179.69,630.05,Monthly,No,8121.70,44.44,AGT-7898,November,Q4,2017,05-Nov-18,CLM-645124,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-969429,03-04-2020,03-Apr-25,12,03-Apr-20,CUST-454346,20403.58,1044.94,Quarterly,No,9209.75,50.29,AGT-7898,April,Q2,2020,03-Apr-21,CLM-643611,PT-ENDD989,STP-PLCD-9812,Active,South Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-727920,21-12-2018,19-Jul-25,10,21-Dec-18,CUST-919234,16037.01,346.04,Monthly,Yes,5325.65,63.53,AGT-1909,December,Q4,2018,21-Dec-19,CLM-882241,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-547107,28-02-2024,28-Oct-24,10,28-Feb-24,CUST-856658,10925.31,255.98,Monthly,Yes,5411.50,82.87,AGT-1909,February,Q1,2024,28-Feb-25,CLM-536437,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-256553,29-06-2024,07-Apr-25,10,29-Jun-24,CUST-372416,4609.29,128.48,Quarterly,No,2573.59,99.04,AGT-1909,June,Q2,2024,29-Jun-25,CLM-377831,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-928317,21-07-2017,14-May-25,10,21-Jul-17,CUST-474283,11683.85,62.57,Quarterly,No,4697.98,15.80,AGT-1909,July,Q3,2017,21-Jul-18,CLM-363696,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-928414,10-10-2023,22-Mar-25,10,10-Oct-23,CUST-162513,2971.11,622.85,Annually,No,1608.26,26.13,AGT-1909,October,Q4,2023,10-Oct-24,CLM-741999,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-277561,28-12-2021,13-Aug-24,10,28-Dec-21,CUST-913870,4697.08,1085.26,Annually,Yes,2801.22,20.61,AGT-1909,December,Q4,2021,28-Dec-22,CLM-847921,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-248126,22-06-2024,01-Aug-24,10,22-Jun-24,CUST-861290,22002.29,675.99,Quarterly,Yes,8818.27,64.87,AGT-1909,June,Q2,2024,22-Jun-25,CLM-648693,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-922138,02-06-2024,19-Aug-24,10,02-Jun-24,CUST-776268,7303.33,263.07,Quarterly,Yes,2475.14,27.95,AGT-1909,June,Q2,2024,02-Jun-25,CLM-340972,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-232545,12-09-2015,09-Dec-24,10,12-Sep-15,CUST-385490,20674.73,356.60,Annually,No,10828.17,111.95,AGT-1909,September,Q3,2015,12-Sep-16,CLM-857998,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-359024,17-10-2019,01-Aug-24,10,17-Oct-19,CUST-515477,1617.78,87.72,Annually,No,565.44,73.47,AGT-1909,October,Q4,2019,17-Oct-20,CLM-242272,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-715356,22-10-2020,19-Aug-24,10,22-Oct-20,CUST-343212,16083.27,69.29,Annually,Yes,8804.99,102.45,AGT-1909,October,Q4,2020,22-Oct-21,CLM-928590,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-910319,04-02-2024,05-May-24,10,04-Feb-24,CUST-416206,9455.03,1033.87,Monthly,Yes,5032.77,93.12,AGT-1909,February,Q1,2024,04-Feb-25,CLM-958969,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-731972,25-09-2020,25-Sep-25,10,25-Sep-20,CUST-473026,20899.67,529.03,Quarterly,No,8241.93,68.89,AGT-1909,September,Q3,2020,25-Sep-21,CLM-677200,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-778024,30-12-2023,30-Dec-25,10,30-Dec-23,CUST-629883,15735.92,192.98,Annually,No,8638.11,71.87,AGT-1909,December,Q4,2023,30-Dec-24,CLM-181803,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-543169,02-05-2019,02-May-25,10,02-May-19,CUST-848908,11027.89,222.45,Annually,No,6109.19,101.65,AGT-1909,May,Q2,2019,02-May-20,CLM-675722,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-965233,20-07-2021,20-Jul-25,10,20-Jul-21,CUST-206484,20620.37,664.72,Annually,No,9437.27,25.03,AGT-1909,July,Q3,2021,20-Jul-22,CLM-230056,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-346297,14-08-2023,14-Aug-25,10,14-Aug-23,CUST-200597,1455.22,170.10,Quarterly,No,799.63,16.09,AGT-1909,August,Q3,2023,14-Aug-24,CLM-344222,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-916112,17-11-2019,17-Nov-25,10,17-Nov-19,CUST-235744,13688.23,783.99,Quarterly,No,5586.85,6.95,AGT-1909,November,Q4,2019,17-Nov-20,CLM-107188,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-740929,08-01-2024,08-Jan-24,10,14-May-25,CUST-807033,12281.84,97.63,Quarterly,Yes,6585.81,17.27,AGT-1909,May,Q2,2025,14-May-26,CLM-346857,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-491628,05-06-2019,05-Jun-25,10,05-Jun-19,CUST-823227,7942.59,403.65,Annually,No,4545.59,109.76,AGT-1909,June,Q2,2019,05-Jun-20,CLM-564630,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-478022,09-07-2022,09-Jul-25,10,09-Jul-22,CUST-677096,8340.26,262.53,Quarterly,Yes,3175.78,13.69,AGT-1909,July,Q3,2022,09-Jul-23,CLM-683308,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-281010,08-03-2024,08-Mar-25,10,08-Mar-24,CUST-115649,20553.17,82.61,Monthly,Yes,7130.55,81.46,AGT-1909,March,Q1,2024,08-Mar-25,CLM-217568,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-807444,11-02-2019,11-Feb-25,10,11-Feb-19,CUST-627217,15295.07,1122.48,Monthly,No,9041.15,79.11,AGT-1909,February,Q1,2019,11-Feb-20,CLM-873044,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-222633,09-11-2020,09-Nov-25,10,09-Nov-20,CUST-907292,3223.25,1089.51,Monthly,No,1478.08,106.19,AGT-1909,November,Q4,2020,09-Nov-21,CLM-298710,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-574224,17-07-2024,17-Jul-25,10,17-Jul-24,CUST-907480,4287.25,773.57,Monthly,No,2258.11,25.39,AGT-1909,July,Q3,2024,17-Jul-25,CLM-430603,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-114357,19-04-2016,19-Apr-25,10,19-Apr-16,CUST-864792,11457.30,569.35,Quarterly,Yes,3996.57,86.24,AGT-1909,April,Q2,2016,19-Apr-17,CLM-174672,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-628088,13-05-2021,13-May-25,10,13-May-21,CUST-166347,6336.23,707.05,Quarterly,No,2105.52,41.40,AGT-1909,May,Q2,2021,13-May-22,CLM-977896,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-262284,24-11-2022,24-Nov-25,10,24-Nov-22,CUST-948871,1556.67,864.19,Annually,No,578.05,32.99,AGT-1909,November,Q4,2022,24-Nov-23,CLM-739428,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-480392,08-01-2024,08-Jan-24,10,28-Jan-25,CUST-880971,3057.99,406.85,Annually,No,961.45,46.30,AGT-1909,January,Q1,2025,28-Jan-26,CLM-112372,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-107163,19-12-2022,19-Dec-25,10,19-Dec-22,CUST-117346,17519.38,697.83,Annually,Yes,6296.92,13.95,AGT-1909,December,Q4,2022,19-Dec-23,CLM-516320,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-535653,14-01-2016,14-Jan-25,10,14-Jan-16,CUST-830128,19452.01,836.37,Annually,Yes,8329.39,77.62,AGT-1909,January,Q1,2016,14-Jan-17,CLM-443364,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-475285,06-01-2022,06-Jan-25,10,06-Jan-22,CUST-478505,4752.78,756.59,Quarterly,Yes,1444.06,83.71,AGT-1909,January,Q1,2022,06-Jan-23,CLM-502828,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-566214,26-08-2019,26-Aug-25,10,26-Aug-19,CUST-995508,18707.93,785.34,Quarterly,Yes,7895.40,26.60,AGT-1909,August,Q3,2019,26-Aug-20,CLM-711564,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-913146,15-02-2024,15-Feb-25,10,15-Feb-24,CUST-422036,14787.54,485.59,Quarterly,No,5060.96,36.03,AGT-1909,February,Q1,2024,15-Feb-25,CLM-859595,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-782985,25-04-2018,25-Apr-25,10,25-Apr-18,CUST-308470,8049.77,200.26,Annually,No,2490.67,117.60,AGT-1909,April,Q2,2018,25-Apr-19,CLM-355822,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-781701,20-08-2018,20-Aug-25,10,20-Aug-18,CUST-271346,1225.37,109.25,Annually,No,393.22,38.95,AGT-1909,August,Q3,2018,20-Aug-19,CLM-115449,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-324197,07-04-2016,07-Apr-25,10,07-Apr-16,CUST-930279,5586.47,272.06,Annually,No,2876.24,106.01,AGT-1909,April,Q2,2016,07-Apr-17,CLM-966651,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-444168,12-11-2021,12-Nov-25,10,12-Nov-21,CUST-916893,16807.84,231.01,Quarterly,No,9363.53,70.76,AGT-1909,November,Q4,2021,12-Nov-22,CLM-961277,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-210605,10-05-2023,10-May-25,10,10-May-23,CUST-922729,6772.28,376.25,Monthly,No,3452.80,6.99,AGT-1909,May,Q2,2023,10-May-24,CLM-980929,PT-ENDD989,LGA-PLCD-9829,Active,Pennsylvania,RME2D5Q4,ZMW3T7P8
INS-POL-470730,10-09-2018,10-Sep-25,10,10-Sep-18,CUST-561297,9747.01,763.90,Monthly,Yes,3291.68,80.86,AGT-1900,September,Q3,2018,10-Sep-19,CLM-529223,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-646220,05-11-2024,05-Nov-25,10,05-Nov-24,CUST-249569,21180.24,1143.83,Quarterly,Yes,8174.75,6.00,AGT-1900,November,Q4,2024,05-Nov-25,CLM-819444,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-672460,30-08-2017,30-Aug-25,10,30-Aug-17,CUST-869722,14105.96,1038.32,Quarterly,Yes,6791.64,22.36,AGT-1900,August,Q3,2017,30-Aug-18,CLM-883658,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-801596,24-08-2024,24-Aug-25,10,24-Aug-24,CUST-279274,9139.93,673.27,Monthly,No,3060.81,86.06,AGT-1900,August,Q3,2024,24-Aug-25,CLM-718868,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-747804,08-12-2021,08-Dec-25,10,08-Dec-21,CUST-779435,19953.38,1037.71,Monthly,No,6744.51,9.95,AGT-1900,December,Q4,2021,08-Dec-22,CLM-880643,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-553367,03-01-2023,03-Jan-25,10,03-Jan-23,CUST-229429,10264.55,746.96,Annually,No,4578.12,106.76,AGT-1900,January,Q1,2023,03-Jan-24,CLM-992492,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-696313,09-03-2022,09-Mar-25,10,09-Mar-22,CUST-186175,1439.38,1048.73,Annually,No,495.97,93.82,AGT-1900,March,Q1,2022,09-Mar-23,CLM-119899,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-956426,04-01-2018,04-Jan-25,10,04-Jan-18,CUST-349968,12940.83,540.47,Quarterly,No,7143.66,16.05,AGT-1900,January,Q1,2018,04-Jan-19,CLM-889671,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-428198,08-09-2019,08-Sep-25,10,08-Sep-19,CUST-223342,7042.27,935.39,Quarterly,Yes,2601.70,92.98,AGT-1900,September,Q3,2019,08-Sep-20,CLM-468084,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-510766,26-07-2021,26-Jul-25,10,26-Jul-21,CUST-329882,12071.70,957.26,Quarterly,No,6856.06,24.44,AGT-1900,July,Q3,2021,26-Jul-22,CLM-251955,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-784172,14-12-2024,14-Dec-25,10,14-Dec-24,CUST-744717,14104.20,410.72,Monthly,Yes,6301.79,47.51,AGT-1900,December,Q4,2024,14-Dec-25,CLM-254599,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-796926,27-09-2022,27-Sep-25,10,27-Sep-22,CUST-152610,4024.44,671.53,Monthly,No,1355.23,117.58,AGT-1900,September,Q3,2022,27-Sep-23,CLM-994144,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-234227,12-05-2018,12-May-25,10,12-May-18,CUST-963085,19559.82,1146.73,Monthly,Yes,8098.72,90.05,AGT-1900,May,Q2,2018,12-May-19,CLM-700391,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-805768,31-05-2016,31-May-25,10,31-May-16,CUST-491153,21351.97,498.83,Monthly,No,10943.15,72.06,AGT-1900,May,Q2,2016,31-May-17,CLM-741818,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-940535,18-08-2021,18-Aug-25,10,18-Aug-21,CUST-494537,7098.43,991.23,Monthly,Yes,2879.10,100.78,AGT-1900,August,Q3,2021,18-Aug-22,CLM-167125,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-951948,18-02-2021,18-Feb-25,10,18-Feb-21,CUST-237969,9421.74,1132.03,Annually,Yes,3702.00,19.62,AGT-1900,February,Q1,2021,18-Feb-22,CLM-169081,PT-ENDD989,LGA-PLCD-9829,Active,New York,RME2D5Q4,ZMW3T7P8
INS-POL-845297,13-11-2016,13-Nov-25,10,13-Nov-16,CUST-516528,7481.89,413.99,Quarterly,No,3867.45,84.25,AGT-2109,November,Q4,2016,13-Nov-17,CLM-579064,PT-ENDD989,LGA-PLCD-9829,Active,Massachusetts,RME2D5Q4,ZMW3T7P8
